l_FullName,r_FullName,w_FullName,FightDate,l_win,r_win,l_seniority,r_seniority,l_w/l_ratio,r_w/l_ratio,l_height_dif_cm,r_height_dif_cm,l_weight_dif_lb,r_weight_dif_lb,l_reach_dif_cm,r_reach_dif_cm,l_ctrl_time_sec,r_ctrl_time_sec,l_total_fights,r_total_fights,l_total_fights_dif,r_total_fights_dif,l_win_difference,r_win_difference,l_WinStreak,r_WinStreak,l_TKOReceived,r_TKOReceived,l_WinStreak_dif,r_WinStreak_dif,l_TKOReceived_dif,r_TKOReceived_dif,l_rust_ring,r_rust_ring,l_rustRing_dif,r_rustRing_dif
Jon Jones,Anthony Smith,Jon Jones,2019-03-02,1,0,1,-1,27,2.055556,0,0,43,-43,20.32001,-20.32001,779,0,28,55,-27,27,24.9444444179535,-24.9444444179535,8,3,0,1,5,-5,-1,1,1043,126,917,-917
Alexander Gustafsson,Anthony Smith,Anthony Smith,2019-06-01,0,1,2,-2,2.25,2.055556,2.540009,-2.540009,0,0,7.62001,-7.62001,39,84,26,55,-29,29,0.194444417953491,-0.194444417953491,0,0,2,1,0,0,1,-1,154,91,63,-63
Aleksandar Rakic,Anthony Smith,Aleksandar Rakic,2020-08-29,1,0,-4,4,4.666667,2.055556,0,0,0,0,5.080002,-5.080002,734,36,17,55,-38,38,2.61111092567444,-2.61111092567444,0,1,0,1,-1,1,-1,1,0,455,-455,455
Devin Clark,Anthony Smith,Anthony Smith,2020-11-28,0,1,-2,2,1.75,2.055556,-10.15999,10.15999,0,0,-2.539993,2.539993,67,78,22,55,-33,33,-0.305555582046509,0.305555582046509,2,0,2,1,2,-2,1,-1,175,91,84,-84
Jimmy Crute,Anthony Smith,Anthony Smith,2021-04-24,0,1,-7,7,3,2.055556,-5.079987,5.079987,0,0,-5.079987,5.079987,57,2,16,55,-39,39,0.944444417953491,-0.944444417953491,1,1,0,1,0,0,-1,1,427,147,280,-280
Magomed Ankalaev,Anthony Smith,Magomed Ankalaev,2022-07-30,1,0,-4,4,18,2.055556,-2.539993,2.539993,0,0,-2.539993,2.539993,146,51,19,55,-36,36,15.9444444179535,-15.9444444179535,7,2,0,1,5,-5,-1,1,140,462,-322,322
Pat Healy,Anthony Torres,Anthony Torres,2006-08-17,0,1,-5,5,1.478261,1.666667,10.16,-10.16,-15,15,7.880005,-7.880005,15,67,57,8,49,-49,-0.188405752182007,0.188405752182007,0,0,0,0,0,0,0,0,0,0,0,0
Jess Liaudin,Anthony Torres,Jess Liaudin,2007-09-08,1,0,,,1.818182,1.666667,2.539993,-2.539993,0,0,7.880005,-7.880005,58,46,31,8,23,-23,0.151515245437622,-0.151515245437622,1,1,0,0,0,0,0,0,140,387,-247,247
Mitch Clarke,Anton Kuivanen,Anton Kuivanen,2012-07-21,0,1,-2,2,2.2,2.4,5.080002,-5.080002,0,0,2.539993,-2.539993,266,447,16,34,-18,18,-0.200000047683716,0.200000047683716,0,0,0,0,0,0,0,0,0,0,0,0
Michael Chiesa,Anton Kuivanen,Michael Chiesa,2013-02-23,1,0,-3,3,2.571429,2.4,12.7,-12.7,15,-15,7.619995,-7.619995,128,51,25,34,-9,9,0.171428442001343,-0.171428442001343,1,1,0,0,0,0,0,0,267,217,50,-50
Jailton Almeida,Anton Turkalj,Jailton Almeida,2022-09-10,1,0,5,-5,9.5,2.666667,-2.539993,2.539993,0,0,2.540009,-2.540009,254,0,21,11,10,-10,6.83333325386047,-6.83333325386047,2,0,0,0,2,-2,0,0,112,0,112,-112
Vitor Petrino,Anton Turkalj,Vitor Petrino,2023-03-11,1,0,-1,1,9,2.666667,-5.079987,5.079987,0,0,-2.539993,2.539993,373,280,9,11,-2,2,6.33333325386047,-6.33333325386047,0,0,0,0,0,0,0,0,0,182,-182,182
Tyson Pedro,Anton Turkalj,Tyson Pedro,2023-09-09,1,0,4,-4,2.5,2.666667,-2.539993,2.539993,0,0,2.540009,-2.540009,3,0,14,11,3,-3,-0.166666746139526,0.166666746139526,1,0,1,0,1,-1,1,-1,504,182,322,-322
James Moontasri,Anton Zafir,James Moontasri,2015-11-14,1,0,-1,1,1.8,2.333333,-2.539993,2.539993,0,0,-2.660004,2.660004,3,170,14,10,4,-4,-0.533333301544189,0.533333301544189,1,0,0,0,1,-1,0,0,273,0,273,-273
Li Jingliang,Anton Zafir,Li Jingliang,2016-07-08,1,0,-1,1,2.375,2.333333,2.540009,-2.540009,0,0,-2.660004,2.660004,20,81,27,10,17,-17,4.16667461395264e-02,-4.16667461395264e-02,0,0,0,1,0,0,-1,1,286,237,49,-49
Pat Barry,Antoni Hardonk,Pat Barry,2009-10-24,1,0,-3,3,1.142857,1.333333,-12.7,12.7,-10,10,-10.15999,10.15999,69,0,15,14,1,-1,-0.190476179122925,0.190476179122925,0,0,0,0,0,0,0,0,154,0,154,-154
Roxanne Modafferi,Antonina Shevchenko,Roxanne Modafferi,2019-04-20,1,0,2,-2,1.190476,2.5,-2.540009,2.540009,0,0,5.080002,-5.080002,540,50,46,14,32,-32,-1.30952382087708,1.30952382087708,0,0,0,0,0,0,0,0,505,0,505,-505
Lucie Pudilova,Antonina Shevchenko,Antonina Shevchenko,2019-08-03,0,1,-9,9,1.75,2.5,0,0,10,-10,0,0,137,114,22,14,8,-8,-0.75,0.75,1,0,0,0,1,-1,0,0,777,105,672,-672
Katlyn Chookagian,Antonina Shevchenko,Katlyn Chookagian,2020-05-30,1,0,-4,4,3.6,2.5,2.539993,-2.539993,0,0,2.540009,-2.540009,636,0,23,14,9,-9,1.09999990463257,-1.09999990463257,0,1,1,0,-1,1,1,-1,112,301,-189,189
Ariane Lipski,Antonina Shevchenko,Antonina Shevchenko,2020-11-21,0,1,-10,10,2,2.5,-5.080002,5.080002,0,0,0,0,28,459,24,14,10,-10,-0.5,0.5,0,0,0,0,0,0,0,0,518,175,343,-343
Andrea Lee,Antonina Shevchenko,Andrea Lee,2021-05-15,1,0,-4,4,1.625,2.5,-5.080002,5.080002,0,0,5.080002,-5.080002,131,238,21,14,7,-7,-0.875,0.875,0,1,0,0,-1,1,0,0,245,175,70,-70
"Casey O'Neill",Antonina Shevchenko,"Casey O'Neill",2021-10-02,1,0,-13,13,9,2.5,-5.080002,5.080002,0,0,5.080002,-5.080002,339,72,10,14,-4,4,6.5,-6.5,1,0,0,0,1,-1,0,0,105,140,-35,35
Cortney Casey,Antonina Shevchenko,Antonina Shevchenko,2022-07-09,0,1,-2,2,1,2.5,-2.540009,2.540009,0,0,0,0,188,110,20,14,6,-6,-1.5,1.5,1,0,0,1,1,-1,-1,1,238,280,-42,42
Tim Boetsch,Antonio Carlos Junior,Antonio Carlos Junior,2018-04-14,0,1,9,-9,1.615385,2.2,-5.080002,5.080002,0,0,-12.7,12.7,5,90,34,16,18,-18,-0.584615468978882,0.584615468978882,1,0,4,0,1,-1,4,-4,293,0,293,-293
Felipe Arantes,Antonio Carvalho,Felipe Arantes,2012-01-14,1,0,-9,9,1.8,2.5,-2.539993,2.539993,-10,10,7.619995,-7.619995,167,138,28,21,7,-7,-0.700000047683716,0.700000047683716,0,0,0,0,0,0,0,0,0,0,0,0
Scott Askham,Antonio Dos Santos,Scott Askham,2015-06-20,1,0,1,-1,3.5,1.5,12.7,-12.7,0,0,10.5,-10.5,5,76,18,10,8,-8,2,-2,0,0,0,0,0,0,0,0,259,0,259,-259
Heath Herring,Antonio Rodrigo Nogueira,Antonio Rodrigo Nogueira,2007-07-07,0,1,-2,2,1.75,3.4,2.539993,-2.539993,10,-10,2.539993,-2.539993,102,221,44,44,0,0,-1.65000009536743,1.65000009536743,1,0,0,0,1,-1,0,0,91,0,91,-91
Frank Mir,Antonio Rodrigo Nogueira,Frank Mir,2008-12-27,1,0,-3,3,1.636364,3.4,0,0,24,-24,5.080002,-5.080002,41,0,29,44,-15,15,-1.763636469841,1.763636469841,0,1,1,0,-1,1,1,-1,770,539,231,-231
Randy Couture,Antonio Rodrigo Nogueira,Antonio Rodrigo Nogueira,2009-08-29,0,1,13,-13,1.727273,3.4,-5.080002,5.080002,-35,35,-5.080002,5.080002,207,335,30,44,-14,14,-1.67272734642029,1.67272734642029,0,0,4,1,0,0,3,-3,287,245,42,-42
Frank Mir,Antonio Rodrigo Nogueira,Frank Mir,2011-12-10,1,0,-3,3,1.636364,3.4,0,0,24,-24,5.080002,-5.080002,73,110,29,44,-15,15,-1.763636469841,1.763636469841,2,1,1,1,1,-1,0,0,196,833,-637,637
Dave Herman,Antonio Rodrigo Nogueira,Antonio Rodrigo Nogueira,2012-10-13,0,1,-8,8,3.666667,3.4,2.539993,-2.539993,2,-2,0,0,62,245,28,44,-16,16,0.266666650772095,-0.266666650772095,0,0,2,1,0,0,1,-1,140,308,-168,168
Roy Nelson,Antonio Rodrigo Nogueira,Roy Nelson,2014-04-11,1,0,0,0,1.571429,3.4,-7.619995,7.619995,23,-23,-10.16,10.16,10,0,36,44,-8,8,-1.82857155799866,1.82857155799866,0,1,0,1,-1,1,-1,1,797,545,252,-252
Travis Browne,Antonio Silva,Antonio Silva,2012-10-05,0,1,-3,3,2.571429,1.583333,5.080002,-5.080002,-9,9,-7.619995,7.619995,0,53,25,31,-6,6,0.988095164299011,-0.988095164299011,3,0,0,0,3,-3,0,0,167,0,167,-167
Alistair Overeem,Antonio Silva,Antonio Silva,2013-02-02,0,1,-1,1,2.473684,1.583333,0,0,1,-1,-5.080002,5.080002,384,0,66,31,35,-35,0.890350937843323,-0.890350937843323,0,1,0,0,-1,1,0,0,0,120,-120,120
Andrei Arlovski,Antonio Silva,Andrei Arlovski,2014-09-13,1,0,1,-1,1.545455,1.583333,-2.539993,2.539993,-24,24,-12.7,12.7,3,0,56,31,25,-25,-3.78788709640503e-02,3.78788709640503e-02,4,2,3,0,2,-2,3,-3,91,588,-497,497
Frank Mir,Antonio Silva,Frank Mir,2015-02-22,1,0,0,0,1.636364,1.583333,-2.539993,2.539993,0,0,-7.619995,7.619995,6,0,29,31,-2,2,5.3030252456665e-02,-5.3030252456665e-02,0,0,1,1,0,0,0,0,386,162,224,-224
Soa Palelei,Antonio Silva,Antonio Silva,2015-08-01,0,1,3,-3,4.4,1.583333,0,0,1,-1,-2.539993,2.539993,159,90,27,31,-4,4,2.81666672229767,-2.81666672229767,0,0,1,2,0,0,-1,1,399,160,239,-239
Mark Hunt,Antonio Silva,Mark Hunt,2015-11-14,1,0,5,-5,0.9285714,1.583333,-15.23999,15.23999,1,-1,-25.39999,25.39999,2,0,27,31,-4,4,-0.654761970043182,0.654761970043182,0,1,2,2,-1,1,0,0,189,105,84,-84
Roy Nelson,Antonio Silva,Roy Nelson,2016-09-24,1,0,3,-3,1.571429,1.583333,-10.15999,10.15999,-1,1,-22.86,22.86,92,19,36,31,5,-5,-1.19048357009888e-02,1.19048357009888e-02,1,0,0,3,1,-1,-3,3,231,315,-84,84
Albert Cheng,Anying Wang,Anying Wang,2014-03-01,0,1,7,-7,1.75,2,-2.540009,2.540009,0,0,-4,4,6,32,11,3,8,-8,-0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0
Colby Covington,Anying Wang,Colby Covington,2014-08-23,1,0,3,-3,5.666667,2,-2.540009,2.540009,0,0,-2.119995,2.119995,231,0,20,3,17,-17,3.66666650772095,-3.66666650772095,0,1,0,0,-1,1,0,0,0,175,-175,175
Isabela de Padua,Ariane Lipski,Ariane Lipski,2019-11-16,0,1,3,-3,2.5,2,-7.619995,7.619995,0,0,-7.619995,7.619995,279,528,7,24,-17,17,0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0
Luana Carolina,Ariane Lipski,Ariane Lipski,2020-07-18,0,1,1,-1,2.25,2,0,0,0,0,5.080002,-5.080002,0,67,13,24,-11,11,0.25,-0.25,0,1,0,0,-1,1,0,0,0,245,-245,245
Montana De La Rosa,Ariane Lipski,Montana De La Rosa,2021-06-05,1,0,-1,1,1.5,2,2.539993,-2.539993,0,0,2.540009,-2.540009,412,0,20,24,-4,4,-0.5,0.5,1,2,0,0,-1,1,0,0,476,322,154,-154
Mandy Bohm,Ariane Lipski,Ariane Lipski,2021-09-18,0,1,5,-5,4,2,2.539993,-2.539993,0,0,10.16,-10.16,29,266,10,24,-14,14,2,-2,0,0,0,1,0,0,-1,1,0,105,-105,105
Priscila Cachoeira,Ariane Lipski,Priscila Cachoeira,2022-08-13,1,0,5,-5,2.4,2,2.539993,-2.539993,0,0,-5.079987,5.079987,11,0,17,24,-7,7,0.400000095367432,-0.400000095367432,1,1,0,1,0,0,-1,1,168,329,-161,161
JJ Aldrich,Ariane Lipski,Ariane Lipski,2023-03-11,0,1,1,-1,2,2,-2.539993,2.539993,0,0,0,0,76,19,18,24,-6,6,0,0,0,0,1,2,0,0,-1,1,280,210,70,-70
Melissa Gatto,Ariane Lipski,Ariane Lipski,2023-07-01,0,1,-2,2,4,2,-2.539993,2.539993,0,0,5.080002,-5.080002,177,47,10,24,-14,14,2,-2,1,1,0,2,0,0,-2,2,693,112,581,-581
Juan Adams,Arjan Bhullar,Arjan Bhullar,2019-05-04,0,1,-5,5,1.666667,9,10.16,-10.16,20,-20,12.7,-12.7,84,318,8,10,-2,2,-7.33333337306976,7.33333337306976,1,0,0,0,1,-1,0,0,140,0,140,-140
Islam Makhachev,Arman Tsarukyan,Islam Makhachev,2019-04-20,1,0,5,-5,24,6.666667,7.62001,-7.62001,0,0,-5.080002,5.080002,366,107,25,23,2,-2,17.3333334922791,-17.3333334922791,2,0,1,0,2,-2,1,-1,455,0,455,-455
Olivier Aubin-Mercier,Arman Tsarukyan,Arman Tsarukyan,2019-07-27,0,1,8,-8,2.2,6.666667,5.080002,-5.080002,0,0,-5.080002,5.080002,61,473,16,23,-7,7,-4.46666646003723,4.46666646003723,0,0,0,0,0,0,0,0,231,98,133,-133
Davi Ramos,Arman Tsarukyan,Arman Tsarukyan,2020-07-18,0,1,10,-10,2.5,6.666667,-2.539993,2.539993,0,0,-5.080002,5.080002,18,188,14,23,-9,9,-4.16666650772095,4.16666650772095,0,1,0,0,-1,1,0,0,0,357,-357,357
Matt Frevola,Arman Tsarukyan,Arman Tsarukyan,2021-01-23,0,1,6,-6,3.666667,6.666667,5.080002,-5.080002,0,0,-2.540009,2.540009,2,504,14,23,-9,9,-2.99999976158142,2.99999976158142,2,2,1,0,0,0,1,-1,469,189,280,-280
Christos Giagos,Arman Tsarukyan,Arman Tsarukyan,2021-09-18,0,1,7,-7,1.818182,6.666667,7.62001,-7.62001,0,0,-2.540009,2.540009,49,11,31,23,8,-8,-4.84848463535309,4.84848463535309,2,3,0,0,-1,1,0,0,126,238,-112,112
Joel Alvarez,Arman Tsarukyan,Arman Tsarukyan,2022-02-26,0,1,3,-3,6.666667,6.666667,20.32001,-20.32001,0,0,12.7,-12.7,0,368,23,23,0,0,0,0,4,4,0,0,0,0,0,0,105,161,-56,56
Mateusz Gamrot,Arman Tsarukyan,Mateusz Gamrot,2022-06-25,1,0,6,-6,11.5,6.666667,7.62001,-7.62001,0,0,-5.080002,5.080002,298,99,25,23,2,-2,4.83333349227905,-4.83333349227905,2,5,0,0,-3,3,0,0,343,119,224,-224
Damir Ismagulov,Arman Tsarukyan,Arman Tsarukyan,2022-12-17,0,1,5,-5,8,6.666667,7.62001,-7.62001,0,0,5.080002,-5.080002,6,565,27,23,4,-4,1.33333349227905,-1.33333349227905,2,0,0,0,2,-2,0,0,182,175,7,-7
Joaquim Silva,Arman Tsarukyan,Arman Tsarukyan,2023-06-17,0,1,8,-8,2.4,6.666667,2.540009,-2.540009,0,0,-7.62001,7.62001,0,541,17,23,-6,6,-4.26666641235352,4.26666641235352,0,1,0,0,-1,1,0,0,0,182,-182,182
Caio Borralho,Armen Petrosyan,Caio Borralho,2022-07-09,1,0,-2,2,14,4.5,-12.7,12.7,0,0,10.16,-10.16,609,79,15,11,4,-4,9.5,-9.5,1,0,0,0,1,-1,0,0,84,0,84,-84
AJ Dobson,Armen Petrosyan,Armen Petrosyan,2022-10-22,0,1,-1,1,3.5,4.5,-5.080002,5.080002,0,0,12.7,-12.7,49,0,9,11,-2,2,-1,1,0,0,0,0,0,0,0,0,252,105,147,-147
Christian Leroy Duncan,Armen Petrosyan,Armen Petrosyan,2023-06-17,0,1,-5,5,8,4.5,-2.539993,2.539993,0,0,20.32001,-20.32001,69,201,9,11,-2,2,3.5,-3.5,1,1,0,0,0,0,0,0,91,238,-147,147
Ryan Hall,Artem Lobov,Ryan Hall,2015-12-11,1,0,1,-1,4.5,0.8666667,2.540009,-2.540009,0,0,12.7,-12.7,445,305,11,28,-17,17,3.63333332538605,-3.63333332538605,0,0,0,0,0,0,0,0,0,0,0,0
Chris Avila,Artem Lobov,Artem Lobov,2016-08-20,0,1,-7,7,1.25,0.8666667,2.540009,-2.540009,0,0,16.25999,-16.25999,22,33,9,28,-19,19,0.383333325386047,-0.383333325386047,0,0,0,0,0,0,0,0,0,253,-253,253
Teruto Ishihara,Artem Lobov,Artem Lobov,2016-11-19,0,1,-5,5,1.428571,0.8666667,-5.080002,5.080002,-10,10,10.15999,-10.15999,69,49,17,28,-11,11,0.561904788017273,-0.561904788017273,0,1,0,0,-1,1,0,0,0,91,-91,91
Andre Fili,Artem Lobov,Andre Fili,2017-10-21,1,0,-4,4,2.2,0.8666667,5.080002,-5.080002,0,0,22.86,-22.86,268,22,32,28,4,-4,1.33333337306976,-1.33333337306976,0,2,1,0,-2,2,1,-1,84,336,-252,252
Michael Johnson,Artem Lobov,Michael Johnson,2018-10-27,1,0,0,0,1.157895,0.8666667,2.540009,-2.540009,10,-10,20.31999,-20.31999,39,0,41,28,13,-13,0.291228055953979,-0.291228055953979,0,0,0,0,0,0,0,0,714,371,343,-343
Dave Beneteau,Asbel Cancio,Dave Beneteau,1995-04-07,1,0,,,1.2,0,10.16,-10.16,25,-25,11,-11,0,0,11,1,10,-10,1.20000004768372,-1.20000004768372,1,0,0,0,1,-1,0,0,0,0,0,0
Ryan Benoit,Ashkan Mokhtarian,Ryan Benoit,2017-11-18,1,0,-4,4,1.25,4.333333,-2.539993,2.539993,0,0,2.540009,-2.540009,2,22,18,16,2,-2,-3.08333349227905,3.08333349227905,0,0,0,0,0,0,0,0,350,0,350,-350
Norma Dumont,Ashlee Evans-Smith,Norma Dumont,2020-11-28,1,0,-3,3,5,1,-2.540009,2.540009,10,-10,0,0,241,10,12,12,0,0,4,-4,0,0,0,0,0,0,0,0,0,0,0,0
Justine Kish,Ashley Yoder,Justine Kish,2016-12-09,1,0,-1,1,1.75,1,-5.079987,5.079987,10,-10,-12.7,12.7,325,120,11,16,-5,5,0.75,-0.75,1,0,0,0,1,-1,0,0,342,0,342,-342
Angela Hill,Ashley Yoder,Angela Hill,2017-07-07,1,0,3,-3,1.153846,1,-10.15999,10.15999,0,0,-12.7,12.7,174,200,28,16,12,-12,0.153846144676208,-0.153846144676208,0,0,0,0,0,0,0,0,643,210,433,-433
Mackenzie Dern,Ashley Yoder,Mackenzie Dern,2018-03-03,1,0,-6,6,4.333333,1,-7.619995,7.619995,0,0,-15.23999,15.23999,350,42,16,16,0,0,3.33333349227905,-3.33333349227905,0,0,0,0,0,0,0,0,0,239,-239,239
Amanda Cooper,Ashley Yoder,Ashley Yoder,2018-11-10,0,1,-4,4,0.6,1,-10.15999,10.15999,0,0,-12.7,12.7,329,201,8,16,-8,8,-0.399999976158142,0.399999976158142,0,0,0,0,0,0,0,0,182,252,-70,70
Syuri Kondo,Ashley Yoder,Ashley Yoder,2019-06-22,0,1,-1,1,2,1,-7.619995,7.619995,0,0,-7.619995,7.619995,20,774,9,16,-7,7,1,-1,0,1,0,0,-1,1,0,0,210,224,-14,14
Randa Markos,Ashley Yoder,Randa Markos,2019-10-26,1,0,2,-2,0.9166667,1,-7.619995,7.619995,0,0,-15.23999,15.23999,185,337,23,16,7,-7,-8.33333134651184e-02,8.33333134651184e-02,0,2,0,0,-2,2,0,0,455,126,329,-329
Livinha Souza,Ashley Yoder,Livinha Souza,2020-08-15,1,0,-3,3,3.5,1,-10.15999,10.15999,0,0,-15.23999,15.23999,163,230,18,16,2,-2,2.5,-2.5,0,0,0,0,0,0,0,0,0,294,-294,294
Miranda Granger,Ashley Yoder,Ashley Yoder,2020-11-14,0,1,-5,5,2.333333,1,0,0,0,0,-2.539993,2.539993,196,499,10,16,-6,6,1.33333325386047,-1.33333325386047,0,0,0,0,0,0,0,0,329,91,238,-238
Angela Hill,Ashley Yoder,Angela Hill,2021-03-13,1,0,3,-3,1.153846,1,-10.15999,10.15999,0,0,-12.7,12.7,232,159,28,16,12,-12,0.153846144676208,-0.153846144676208,0,1,0,0,-1,1,0,0,182,119,63,-63
Alonzo Menifield,Askar Mozharov,Alonzo Menifield,2022-06-04,1,0,7,-7,4.666667,1.461538,-7.619995,7.619995,0,0,5.079987,-5.079987,259,0,17,32,-15,15,3.20512807369232,-3.20512807369232,0,0,1,0,0,0,1,-1,637,0,637,-637
Tonya Evinger,Aspen Ladd,Aspen Ladd,2018-10-06,0,1,14,-14,2.375,3,2.539993,-2.539993,0,0,10.16,-10.16,62,113,27,12,15,-15,-0.625,0.625,0,0,1,0,0,0,1,-1,434,0,434,-434
Sijara Eubanks,Aspen Ladd,Aspen Ladd,2019-05-18,0,1,10,-10,1.142857,3,-5.080002,5.080002,-10,10,2.539993,-2.539993,148,416,15,12,3,-3,-1.85714280605316,1.85714280605316,2,1,0,0,1,-1,0,0,196,224,-28,28
Germaine de Randamie,Aspen Ladd,Germaine de Randamie,2019-07-13,1,0,11,-11,2.5,3,7.619995,-7.619995,0,0,12.7,-12.7,1,0,14,12,2,-2,-0.5,0.5,4,2,1,0,2,-2,1,-1,245,56,189,-189
Norma Dumont,Aspen Ladd,Norma Dumont,2021-10-16,1,0,5,-5,5,3,2.539993,-2.539993,10,-10,2.539993,-2.539993,107,452,12,12,0,0,2,-2,2,0,0,1,2,-2,-1,1,147,826,-679,679
Cheick Kongo,Assuerio Silva,Cheick Kongo,2007-04-21,1,0,-1,1,2.7,2,15.23999,-15.23999,-1,1,28.28,-28.28,177,431,37,24,13,-13,0.700000047683716,-0.700000047683716,0,0,0,0,0,0,0,0,189,0,189,-189
Cody Garbrandt,Augusto Mendes,Cody Garbrandt,2016-02-21,1,0,-8,8,2.6,3,5.080002,-5.080002,0,0,0,0,5,0,18,8,10,-10,-0.400000095367432,0.400000095367432,0,0,0,0,0,0,0,0,0,0,0,0
Chris Heatherly,Augusto Montano,Augusto Montano,2014-11-15,0,1,-4,4,2.25,5,-10.16,10.16,-15,15,-7.419998,7.419998,48,87,13,18,-5,5,-2.75,2.75,0,0,0,0,0,0,0,0,84,0,84,-84
Andrei Arlovski,Augusto Sakai,Augusto Sakai,2019-04-27,0,1,13,-13,1.545455,3.2,0,0,-25,25,0,0,26,121,56,21,35,-35,-1.654545545578,1.654545545578,0,0,6,0,0,0,6,-6,322,0,322,-322
Blagoy Ivanov,Augusto Sakai,Augusto Sakai,2020-05-30,0,1,4,-4,3.166667,3.2,-10.16,10.16,-15,15,-10.16,10.16,68,106,25,21,4,-4,-3.33333015441895e-02,3.33333015441895e-02,0,1,0,0,-1,1,0,0,210,399,-189,189
Alistair Overeem,Augusto Sakai,Alistair Overeem,2020-09-05,1,0,11,-11,2.473684,3.2,2.539993,-2.539993,0,0,7.619995,-7.619995,329,142,66,21,45,-45,-0.72631573677063,0.72631573677063,0,2,3,0,-2,2,3,-3,273,98,175,-175
Jairzinho Rozenstruik,Augusto Sakai,Jairzinho Rozenstruik,2021-06-05,1,0,3,-3,2.6,3.2,-2.539993,2.539993,-23,23,2.539993,-2.539993,2,0,18,21,-3,3,-0.600000143051147,0.600000143051147,0,0,0,1,0,0,-1,1,0,273,-273,273
"Don'Tale Mayes",Augusto Sakai,Augusto Sakai,2023-02-25,0,1,0,0,2,3.2,7.619995,-7.619995,-5,5,10.16,-10.16,166,531,15,21,-6,6,-1.20000004768372,1.20000004768372,1,0,0,2,1,-1,-2,2,434,630,-196,196
Dakota Bush,Austin Hubbard,Austin Hubbard,2021-04-17,0,1,-3,3,2,2.285714,0,0,0,0,5.080002,-5.080002,91,402,12,23,-11,11,-0.285714387893677,0.285714387893677,0,0,0,0,0,0,0,0,0,0,0,0
Kurt Holobaugh,Austin Hubbard,Kurt Holobaugh,2023-08-19,1,0,5,-5,3,2.285714,2.539993,-2.539993,0,0,-2.539993,2.539993,68,143,28,23,5,-5,0.714285612106323,-0.714285612106323,0,1,0,0,-1,1,0,0,1561,854,707,-707
Jacob Kilburn,Austin Lingo,Austin Lingo,2021-01-16,0,1,-1,1,2,3,-2.540009,2.540009,0,0,5.080002,-5.080002,69,228,12,12,0,0,-1,1,0,0,0,0,0,0,0,0,406,0,406,-406
Nate Landwehr,Austin Lingo,Nate Landwehr,2023-03-25,1,0,6,-6,3.4,3,-2.540009,2.540009,0,0,5.080002,-5.080002,24,0,22,12,10,-10,0.400000095367432,-0.400000095367432,1,1,0,0,0,0,0,0,224,798,-574,574
Melquizael Costa,Austin Lingo,Melquizael Costa,2023-07-15,1,0,-3,3,3.333333,3,0,0,0,0,2.539993,-2.539993,164,0,26,12,14,-14,0.333333253860474,-0.333333253860474,0,0,0,0,0,0,0,0,175,112,63,-63
Alex Caceres,Austin Springer,Alex Caceres,2020-08-29,1,0,-1,1,1.5,3,5.080002,-5.080002,0,0,5.080002,-5.080002,10,3,35,16,19,-19,-1.5,1.5,2,0,1,0,2,-2,1,-1,84,0,84,-84
Devin Clark,Azamat Murzakanov,Azamat Murzakanov,2022-08-13,0,1,-1,1,1.75,13,5.080002,-5.080002,0,0,10.16,-10.16,26,220,22,13,9,-9,-11.25,11.25,1,0,2,0,1,-1,2,-2,119,0,119,-119
Dustin Jacoby,Azamat Murzakanov,Azamat Murzakanov,2023-04-15,0,1,1,-1,2.714286,13,12.7,-12.7,0,0,12.7,-12.7,186,16,26,13,13,-13,-10.2857143878937,10.2857143878937,0,1,0,0,-1,1,0,0,168,245,-77,77
Tyson Griffin,Bart Palaszewski,Bart Palaszewski,2011-10-29,0,1,-1,1,2,2.117647,-7.619995,7.619995,0,0,-5.080002,5.080002,0,0,24,53,-29,29,-0.117647171020508,0.117647171020508,0,0,0,0,0,0,0,0,343,0,343,-343
Hatsu Hioki,Bart Palaszewski,Hatsu Hioki,2012-02-25,1,0,0,0,2.9,2.117647,5.080002,-5.080002,0,0,7.619995,-7.619995,501,15,39,53,-14,14,0.782352924346924,-0.782352924346924,1,1,0,0,0,0,0,0,119,119,0,0
Diego Nunes,Bart Palaszewski,Diego Nunes,2012-10-05,1,0,0,0,2.714286,2.117647,-7.619995,7.619995,0,0,-7.62001,7.62001,351,13,26,53,-27,27,0.596638441085815,-0.596638441085815,0,0,0,0,0,0,0,0,174,223,-49,49
Cole Miller,Bart Palaszewski,Cole Miller,2013-04-13,1,0,-1,1,1.909091,2.117647,10.16,-10.16,0,0,7.619995,-7.619995,44,0,32,53,-21,21,-0.208556294441223,0.208556294441223,0,0,1,0,0,0,1,-1,252,190,62,-62
Tsuyoshi Kohsaka,Bas Rutten,Bas Rutten,1999-01-08,0,1,-5,5,1.421053,7,-5.080002,5.080002,20,-20,-5,5,0,0,46,32,14,-14,-5.57894742488861,5.57894742488861,2,0,0,0,2,-2,0,0,84,0,84,-84
Kevin Randleman,Bas Rutten,Bas Rutten,1999-05-07,0,1,-7,7,1.0625,7,-7.619995,7.619995,0,0,-8,8,0,0,33,32,1,-1,-5.9375,5.9375,1,1,0,0,0,0,0,0,63,119,-56,56
Jack Della Maddalena,Bassil Hafez,Jack Della Maddalena,2023-07-15,1,0,-5,5,8,2,0,0,0,0,2.539993,-2.539993,79,408,18,12,6,-6,6,-6,3,0,0,0,3,-3,0,0,238,0,238,-238
