l_FullName,r_FullName,w_FullName,l_win,r_win,l_seniority,l_w/l_ratio,l_height_dif_cm,l_weight_dif_lb,l_reach_dif_cm,l_total_fights_dif,l_stance_pair,r_seniority,r_w/l_ratio,r_height_dif_cm,r_weight_dif_lb,r_reach_dif_cm,r_total_fights_dif,r_stance_pair,weight_class,l_win_difference,r_win_difference
Alessandro Costa,Jimmy Flick,Alessandro Costa,1,0,-5,4.333333,-7.619995,0,-2.540009,-7,Orthodox vs Orthodox,5,2.285714,7.619995,0,2.540009,7,Orthodox vs Orthodox,Flyweight,2.04761910438538,-2.04761910438538
Alessio Di Chirico,Garreth McLellan,Alessio Di Chirico,1,0,-7,1.857143,-2.539993,0,5.080002,1,Orthodox vs Southpaw,7,2.166667,2.539993,0,-5.080002,-1,Southpaw vs Orthodox,Middleweight,-0.309523940086365,0.309523940086365
Alessio Di Chirico,Abdul Razak Alhassan,Abdul Razak Alhassan,0,1,-5,1.857143,5.080002,0,2.540009,3,Orthodox vs Orthodox,5,2.4,-5.080002,0,-2.540009,-3,Orthodox vs Orthodox,Middleweight,-0.54285728931427,0.54285728931427
Alessio Di Chirico,Julian Marquez,Alessio Di Chirico,1,0,0,1.857143,-5.080002,0,5.080002,7,Orthodox vs Orthodox,0,2.25,5.080002,0,-5.080002,-7,Orthodox vs Orthodox,Middleweight,-0.392857193946838,0.392857193946838
Alessio Di Chirico,Bojan Velickovic,Bojan Velickovic,0,1,-1,1.857143,0,15,-5.079987,-1,Orthodox vs Southpaw,1,2.5,0,-15,5.079987,1,Southpaw vs Orthodox,Middleweight,-0.642857193946838,0.642857193946838
Alessio Di Chirico,Roman Kopylov,Roman Kopylov,0,1,1,1.857143,0,0,-2.539993,6,Orthodox vs Southpaw,-1,6,0,0,2.539993,-6,Southpaw vs Orthodox,Middleweight,-4.14285719394684,4.14285719394684
Alessio Di Chirico,Makhmud Muradov,Makhmud Muradov,0,1,0,1.857143,-5.080002,0,-2.539993,-14,Orthodox vs Orthodox,0,3.25,5.080002,0,2.539993,14,Orthodox vs Orthodox,Middleweight,-1.39285719394684,1.39285719394684
Alessio Di Chirico,Kevin Holland,Kevin Holland,0,1,3,1.857143,-7.619995,15,-17.78,-15,Orthodox vs Orthodox,-3,2.5,7.619995,-15,17.78,15,Orthodox vs Orthodox,Middleweight,-0.642857193946838,0.642857193946838
Alessio Di Chirico,Eric Spicely,Eric Spicely,0,1,-3,1.857143,-2.539993,0,2.540009,2,Orthodox vs Orthodox,3,2,2.539993,0,-2.540009,-2,Orthodox vs Orthodox,Middleweight,-0.142857193946838,0.142857193946838
Alessio Sakara,Chris Weidman,Chris Weidman,0,1,3,1.727273,-5.080002,0,-15.23999,8,Orthodox vs Orthodox,-3,2.142857,5.080002,0,15.23999,-8,Orthodox vs Orthodox,Middleweight,-0.415584325790405,0.415584325790405
Alessio Sakara,Victor Valimaki,Alessio Sakara,1,0,,1.727273,0,-20,-2.119995,2,Orthodox vs Orthodox,,1.8,0,20,2.119995,-2,Orthodox vs Orthodox,Light Heavyweight,-7.27272033691406e-02,7.27272033691406e-02
Alessio Sakara,Elvis Sinosic,Alessio Sakara,1,0,-10,1.727273,-7.619995,-20,-12.7,12,Orthodox vs Orthodox,10,0.6363636,7.619995,20,12.7,-12,Orthodox vs Orthodox,Light Heavyweight,1.09090912342072,-1.09090912342072
Alessio Sakara,Joe Vedepo,Alessio Sakara,1,0,,1.727273,0,0,-2.119995,3,Orthodox vs Orthodox,,2,0,0,2.119995,-3,Orthodox vs Orthodox,Middleweight,-0.272727251052856,0.272727251052856
Alessio Sakara,Brian Stann,Brian Stann,0,1,-1,1.727273,-2.539993,-20,-5.080002,12,Orthodox vs Orthodox,1,2,2.539993,20,5.080002,-12,Orthodox vs Orthodox,Middleweight,-0.272727251052856,0.272727251052856
Alex Andrade,Amaury Bitetti,Amaury Bitetti,0,1,,2,5.080002,15,5.949997,8,Orthodox vs Orthodox,,2.5,-5.080002,-15,-5.949997,-8,Orthodox vs Orthodox,Middleweight,-0.5,0.5
Alex Caceres,Urijah Faber,Urijah Faber,0,1,-9,1.5,10.16,10,15.24001,-11,Southpaw vs Orthodox,9,3.181818,-10.16,-10,-15.24001,11,Orthodox vs Southpaw,Bantamweight,-1.68181824684143,1.68181824684143
Alex Caceres,Kevin Croom,Alex Caceres,1,0,-1,1.5,-2.539993,10,0,-1,Southpaw vs Orthodox,1,1.4,2.539993,-10,0,1,Orthodox vs Southpaw,Featherweight,0.100000023841858,-0.100000023841858
Alex Caceres,Kron Gracie,Kron Gracie,0,1,0,1.5,2.540009,0,7.619995,28,Southpaw vs Southpaw,0,2.5,-2.540009,0,-7.619995,-28,Southpaw vs Southpaw,Featherweight,-1,1
Alex Caceres,Masio Fullen,Alex Caceres,1,0,-2,1.5,0,0,7.619995,17,Southpaw vs Orthodox,2,1.571429,0,0,-7.619995,-17,Orthodox vs Southpaw,Featherweight,-7.14285373687744e-02,7.14285373687744e-02
Alex Caceres,Roland Delorme,Alex Caceres,1,0,-4,1.5,2.540009,10,5.080002,21,Southpaw vs Orthodox,4,1.8,-2.540009,-10,-5.080002,-21,Orthodox vs Southpaw,Bantamweight,-0.299999952316284,0.299999952316284
Alex Caceres,Chase Hooper,Alex Caceres,1,0,11,1.5,-7.619995,-10,-2.540009,20,Southpaw vs Southpaw,-11,4,7.619995,10,2.540009,-20,Southpaw vs Southpaw,Featherweight,-2.5,2.5
Alex Caceres,Mackens Semerzier,Mackens Semerzier,0,1,-8,1.5,2.540009,0,2.539993,23,Southpaw vs Orthodox,8,2,-2.540009,0,-2.539993,-23,Orthodox vs Southpaw,Featherweight,-0.5,0.5
Alex Caceres,Masanori Kanehara,Masanori Kanehara,0,1,-5,1.5,7.62001,10,15.24001,-3,Southpaw vs Orthodox,5,2.166667,-7.62001,-10,-15.24001,3,Orthodox vs Southpaw,Bantamweight,-0.666666746139526,0.666666746139526
Alex Caceres,Motonobu Tezuka,Alex Caceres,1,0,-1,1.5,7.62001,10,12.42,-5,Southpaw vs Southpaw,1,2.333333,-7.62001,-10,-12.42,5,Southpaw vs Southpaw,Bantamweight,-0.833333253860474,0.833333253860474
Alex Caceres,Cole Miller,Alex Caceres,1,0,-5,1.5,-7.619995,0,0,3,Southpaw vs Orthodox,5,1.909091,7.619995,0,0,-3,Orthodox vs Southpaw,Featherweight,-0.409090876579285,0.409090876579285
Alex Caceres,Julian Erosa,Alex Caceres,1,0,1,1.5,-7.619995,0,-2.540009,-5,Southpaw vs Southpaw,-1,2.333333,7.619995,0,2.540009,5,Southpaw vs Southpaw,Featherweight,-0.833333253860474,0.833333253860474
Alex Caceres,Daniel Pineda,Alex Caceres,1,0,-3,1.5,7.62001,0,10.16,-8,Southpaw vs Orthodox,3,1.866667,-7.62001,0,-10.16,8,Orthodox vs Southpaw,Featherweight,-0.366666674613953,0.366666674613953
Alex Caceres,Damacio Page,Alex Caceres,1,0,-5,1.5,10.16,10,17.78,6,Southpaw vs Orthodox,5,1.9,-10.16,-10,-17.78,-6,Orthodox vs Southpaw,Bantamweight,-0.399999976158142,0.399999976158142
Alex Caceres,Francisco Rivera,Francisco Rivera,0,1,-7,1.5,5.080002,10,7.619995,17,Southpaw vs Orthodox,7,1.571429,-5.080002,-10,-7.619995,-17,Orthodox vs Southpaw,Bantamweight,-7.14285373687744e-02,7.14285373687744e-02
Alex Caceres,Cole Escovedo,Alex Caceres,1,0,-7,1.5,7.62001,10,2.539993,9,Southpaw vs Orthodox,7,1.888889,-7.62001,-10,-2.539993,-9,Orthodox vs Southpaw,Bantamweight,-0.388888835906982,0.388888835906982
Alex Caceres,Edwin Figueroa,Edwin Figueroa,0,1,-4,1.5,7.62001,10,10.16,21,Southpaw vs Orthodox,4,1.8,-7.62001,-10,-10.16,-21,Orthodox vs Southpaw,Bantamweight,-0.299999952316284,0.299999952316284
Alex Caceres,Rolando Dy,Alex Caceres,1,0,2,1.5,5.080002,0,10.16,19,Southpaw vs Orthodox,-2,1.285714,-5.080002,0,-10.16,-19,Orthodox vs Southpaw,Featherweight,0.214285731315613,-0.214285731315613
Alex Caceres,Sodiq Yusuff,Sodiq Yusuff,0,1,5,1.5,2.540009,0,5.080002,20,Southpaw vs Orthodox,-5,6.5,-2.540009,0,-5.080002,-20,Orthodox vs Southpaw,Featherweight,-5,5
Alex Caceres,Austin Springer,Alex Caceres,1,0,-1,1.5,5.080002,0,5.080002,19,Southpaw vs Orthodox,1,3,-5.080002,0,-5.080002,-19,Orthodox vs Southpaw,Featherweight,-1.5,1.5
Alex Caceres,Yair Rodriguez,Yair Rodriguez,0,1,5,1.5,-2.539993,0,5.080002,15,Southpaw vs Orthodox,-5,4,2.539993,0,-5.080002,-15,Orthodox vs Southpaw,Featherweight,-2.5,2.5
Alex Caceres,Wang Guan,Wang Guan,0,1,-2,1.5,2.540009,0,5.080002,14,Southpaw vs Orthodox,2,20,-2.540009,0,-5.080002,-14,Orthodox vs Southpaw,Featherweight,-18.5,18.5
Alex Caceres,Jason Knight,Jason Knight,0,1,4,1.5,0,0,5.080002,10,Southpaw vs Orthodox,-4,4,0,0,-5.080002,-10,Orthodox vs Southpaw,Featherweight,-2.5,2.5
Alex Caceres,Jimy Hettes,Jimy Hettes,0,1,-1,1.5,2.540009,0,5.080002,21,Southpaw vs Southpaw,1,3.666667,-2.540009,0,-5.080002,-21,Southpaw vs Southpaw,Featherweight,-2.16666674613953,2.16666674613953
Alex Caceres,Steven Peterson,Alex Caceres,1,0,2,1.5,0,0,7.619995,5,Southpaw vs Orthodox,-2,1.727273,0,0,-7.619995,-5,Orthodox vs Southpaw,Featherweight,-0.227272748947144,0.227272748947144
Alex Caceres,SeungWoo Choi,Alex Caceres,1,0,5,1.5,-5.080002,0,-2.540009,18,Southpaw vs Orthodox,-5,1.833333,5.080002,0,2.540009,-18,Orthodox vs Southpaw,Featherweight,-0.333333373069763,0.333333373069763
Alex Caceres,Sergio Pettis,Alex Caceres,1,0,5,1.5,10.16,20,10.16,12,Southpaw vs Orthodox,-5,3.6,-10.16,-20,-10.16,-12,Orthodox vs Southpaw,Bantamweight,-2.09999990463257,2.09999990463257
Alex Caceres,Giga Chikadze,Giga Chikadze,0,1,0,1.5,-5.080002,0,-2.540009,17,Southpaw vs Orthodox,0,5,5.080002,0,2.540009,-17,Orthodox vs Southpaw,Featherweight,-3.5,3.5
Alex Chambers,Kailin Curran,Alex Chambers,1,0,12,1,-2.539993,0,-5.080002,1,Southpaw vs Orthodox,-12,0.8,2.539993,0,5.080002,-1,Orthodox vs Southpaw,"Women's Strawweight",0.199999988079071,-0.199999988079071
Alex Chambers,Nadia Kassem,Nadia Kassem,0,1,17,1,-5.080002,-10,-7.619995,3,Southpaw vs Southpaw,-17,2.5,5.080002,10,7.619995,-3,Southpaw vs Southpaw,"Women's Strawweight",-1.5,1.5
Alex Chambers,Paige VanZant,Paige VanZant,0,1,15,1,-2.539993,0,-5.080002,-3,Southpaw vs Orthodox,-15,1.6,2.539993,0,5.080002,3,Orthodox vs Southpaw,"Women's Strawweight",-0.600000023841858,0.600000023841858
Alex Chambers,Livinha Souza,Livinha Souza,0,1,12,1,0,0,0,-8,Southpaw vs Orthodox,-12,3.5,0,0,0,8,Orthodox vs Southpaw,"Women's Strawweight",-2.5,2.5
Alex Chambers,Aisling Daly,Aisling Daly,0,1,10,1,2.540009,0,-2.539993,-12,Southpaw vs Orthodox,-10,2.666667,-2.540009,0,2.539993,12,Orthodox vs Southpaw,"Women's Strawweight",-1.66666674613953,1.66666674613953
Alex Da Silva,Joe Solecki,Joe Solecki,0,1,-2,5.25,-2.539993,0,7.619995,9,Orthodox vs Orthodox,2,4.333333,2.539993,0,-7.619995,-9,Orthodox vs Orthodox,Lightweight,0.916666507720947,-0.916666507720947
Alex Da Silva,Alexander Yakovlev,Alexander Yakovlev,0,1,-11,5.25,-17.78,0,-2.540009,-9,Orthodox vs Southpaw,11,2.4,17.78,0,2.540009,9,Southpaw vs Orthodox,Lightweight,2.84999990463257,-2.84999990463257
Alex Da Silva,Brad Riddell,Brad Riddell,0,1,-4,5.25,2.540009,0,5.080002,11,Orthodox vs Orthodox,4,2.5,-2.540009,0,-5.080002,-11,Orthodox vs Orthodox,Lightweight,2.75,-2.75
Alex Da Silva,Kazula Vargas,Alex Da Silva,1,0,-10,5.25,0,0,5.080002,8,Orthodox vs Southpaw,10,2.4,0,0,-5.080002,-8,Southpaw vs Orthodox,Lightweight,2.84999990463257,-2.84999990463257
Alex Garcia,Mike Pyle,Alex Garcia,1,0,-12,2.5,-7.62001,0,-5.080002,-20,Orthodox vs Orthodox,12,1.928571,7.62001,0,5.080002,20,Orthodox vs Orthodox,Welterweight,0.571428537368774,-0.571428537368774
Alex Garcia,Sean Spencer,Alex Garcia,1,0,0,2.5,-2.540009,0,-5.080002,3,Orthodox vs Orthodox,0,2,2.540009,0,5.080002,-3,Orthodox vs Orthodox,Welterweight,0.5,-0.5
Alex Garcia,Neil Magny,Neil Magny,0,1,0,2.5,-15.24001,0,-20.31999,-19,Orthodox vs Orthodox,0,2.333333,15.24001,0,20.31999,19,Orthodox vs Orthodox,Welterweight,0.166666746139526,-0.166666746139526
Alex Garcia,Ben Wall,Alex Garcia,1,0,2,2.5,-2.540009,15,2.880005,6,Orthodox vs Orthodox,-2,1.142857,2.540009,-15,-2.880005,-6,Orthodox vs Orthodox,Welterweight,1.35714280605316,-1.35714280605316
Alex Garcia,Court McGee,Court McGee,0,1,-2,2.5,-5.080002,0,-7.619995,-13,Orthodox vs Orthodox,2,1.833333,5.080002,0,7.619995,13,Orthodox vs Orthodox,Welterweight,0.666666626930237,-0.666666626930237
Alex Garcia,Mike Swick,Alex Garcia,1,0,-9,2.5,-10.16,0,-12.7,0,Orthodox vs Orthodox,9,2.5,10.16,0,12.7,0,Orthodox vs Orthodox,Welterweight,0,0
Alex Garcia,Sean Strickland,Sean Strickland,0,1,4,2.5,-10.16,-15,-10.15999,-12,Orthodox vs Orthodox,-4,5.6,10.16,15,10.15999,12,Orthodox vs Orthodox,Welterweight,-3.09999990463257,3.09999990463257
Alex Garcia,Ryan LaFlare,Ryan LaFlare,0,1,-4,2.5,-10.16,0,-5.080002,4,Orthodox vs Southpaw,4,4.666667,10.16,0,5.080002,-4,Southpaw vs Orthodox,Welterweight,-2.16666650772095,2.16666650772095
Alex Garcia,Tim Means,Tim Means,0,1,-4,2.5,-12.70001,0,-7.619995,-27,Orthodox vs Orthodox,4,2.2,12.70001,0,7.619995,27,Orthodox vs Orthodox,Welterweight,0.299999952316284,-0.299999952316284
Alex Garcia,Muslim Salikhov,Alex Garcia,1,0,-3,2.5,-5.080002,0,5.080002,-2,Orthodox vs Orthodox,3,4.75,5.080002,0,-5.080002,2,Orthodox vs Orthodox,Welterweight,-2.25,2.25
Alex Gorgees,Damir Ismagulov,Damir Ismagulov,0,1,-4,6,10.16,0,0,-20,Switch vs Orthodox,4,8,-10.16,0,0,20,Orthodox vs Switch,Lightweight,-2,2
Alex Hunter,Harry Moskowitz,Alex Hunter,1,0,,2,-20.32001,-49,-22,-16,Orthodox vs Orthodox,,0.5,20.32001,49,22,16,Orthodox vs Orthodox,Heavyweight,1.5,-1.5
Alex Karalexis,Josh Rafferty,Alex Karalexis,1,0,3,1.666667,-10.16,-15,-17.36,-1,Orthodox vs Orthodox,-3,1.125,10.16,15,17.36,1,Orthodox vs Orthodox,Welterweight,0.541666626930237,-0.541666626930237
Alex Karalexis,Jason Von Flue,Jason Von Flue,0,1,-2,1.666667,-10.16,-15,-17.36,-10,Orthodox vs Orthodox,2,1.166667,10.16,15,17.36,10,Orthodox vs Orthodox,Welterweight,0.5,-0.5
Alex Morono,Keita Nakamura,Keita Nakamura,0,1,-6,2.875,0,0,-2.539993,-13,Orthodox vs Southpaw,6,3.4,0,0,2.539993,13,Southpaw vs Orthodox,Welterweight,-0.525000095367432,0.525000095367432
Alex Morono,Khaos Williams,Khaos Williams,0,1,4,2.875,-2.540009,0,-12.7,14,Orthodox vs Orthodox,-4,4.666667,2.540009,0,12.7,-14,Orthodox vs Orthodox,Welterweight,-1.79166650772095,1.79166650772095
Alex Morono,David Zawada,Alex Morono,1,0,0,2.875,-2.540009,0,-7.619995,7,Orthodox vs Orthodox,0,2.428571,2.540009,0,7.619995,-7,Orthodox vs Orthodox,Welterweight,0.446428537368774,-0.446428537368774
Alex Morono,Kyle Noke,Alex Morono,1,0,-10,2.875,-5.080002,0,-10.15999,-1,Orthodox vs Southpaw,10,2.2,5.080002,0,10.15999,1,Southpaw vs Orthodox,Welterweight,0.674999952316284,-0.674999952316284
Alex Morono,Matthew Semelsberger,Alex Morono,1,0,2,2.875,-5.080002,0,-7.619995,14,Orthodox vs Switch,-2,1.833333,5.080002,0,7.619995,-14,Switch vs Orthodox,Welterweight,1.04166662693024,-1.04166662693024
Alex Morono,Santiago Ponzinibbio,Santiago Ponzinibbio,0,1,-4,2.875,-2.540009,0,-2.539993,-6,Orthodox vs Orthodox,4,4.285714,2.540009,0,2.539993,6,Orthodox vs Orthodox,Catch Weight,-1.4107141494751,1.4107141494751
Alex Morono,Zak Ottow,Alex Morono,1,0,-4,2.875,0,0,0,7,Orthodox vs Orthodox,4,2.428571,0,0,0,-7,Orthodox vs Orthodox,Welterweight,0.446428537368774,-0.446428537368774
Alex Morono,Anthony Pettis,Anthony Pettis,0,1,-3,2.875,2.539993,15,0,-3,Orthodox vs Orthodox,3,2.4,-2.539993,-15,0,3,Orthodox vs Orthodox,Welterweight,0.474999904632568,-0.474999904632568
Alex Oliveira,Peter Sobotta,Alex Oliveira,1,0,-1,1.833333,-2.540009,0,2.539993,10,Orthodox vs Southpaw,1,2.428571,2.540009,0,-2.539993,-10,Southpaw vs Orthodox,Welterweight,-0.595238089561462,0.595238089561462
Alex Oliveira,Shavkat Rakhmonov,Shavkat Rakhmonov,0,1,6,1.833333,-5.080002,0,-2.540009,17,Orthodox vs Orthodox,-6,17,5.080002,0,2.540009,-17,Orthodox vs Orthodox,Welterweight,-15.1666666269302,15.1666666269302
Alex Oliveira,Niko Price,Niko Price,0,1,1,1.833333,-2.540009,0,0,12,Orthodox vs Orthodox,-1,2.142857,2.540009,0,0,-12,Orthodox vs Orthodox,Welterweight,-0.309523701667786,0.309523701667786
Alex Oliveira,Mike Perry,Mike Perry,0,1,4,1.833333,2.539993,0,12.7,12,Orthodox vs Orthodox,-4,1.75,-2.539993,0,-12.7,-12,Orthodox vs Orthodox,Welterweight,8.33333730697632e-02,-8.33333730697632e-02
Alex Oliveira,Carlo Pedersoli Jr.,Alex Oliveira,1,0,5,1.833333,0,0,2.539993,20,Orthodox vs Southpaw,-5,3.666667,0,0,-2.539993,-20,Southpaw vs Orthodox,Welterweight,-1.83333337306976,1.83333337306976
Alex Pereira,Sean Strickland,Alex Pereira,1,0,3,4,7.619995,20,7.62001,-23,Orthodox vs Orthodox,-3,5.6,-7.619995,-20,-7.62001,23,Orthodox vs Orthodox,Middleweight,-1.59999990463257,1.59999990463257
Alex Pereira,Bruno Silva,Alex Pereira,1,0,2,4,10.15999,20,12.7,-22,Orthodox vs Orthodox,-2,2.555556,-10.15999,-20,-12.7,22,Orthodox vs Orthodox,Middleweight,1.44444441795349,-1.44444441795349
Alex Perez,Eric Shelton,Alex Perez,1,0,-2,3.428571,0,0,-7.619995,13,Orthodox vs Orthodox,2,2,0,0,7.619995,-13,Orthodox vs Orthodox,Flyweight,1.42857146263123,-1.42857146263123
Alex Perez,Jose Torres,Alex Perez,1,0,0,3.428571,5.080002,0,0,22,Orthodox vs Orthodox,0,8,-5.080002,0,0,-22,Orthodox vs Orthodox,Flyweight,-4.57142853736877,4.57142853736877
Alex Schoenauer,Mike Swick,Mike Swick,0,1,3,1.5,5.080002,15,-2.580002,4,Orthodox vs Orthodox,-3,2.5,-5.080002,-15,2.580002,-4,Orthodox vs Orthodox,Middleweight,-1,1
Alexa Grasso,Karolina Kowalkiewicz,Alexa Grasso,1,0,-8,5.333333,5.080002,10,5.080002,-3,Orthodox vs Orthodox,8,2.142857,-5.080002,-10,-5.080002,3,Orthodox vs Orthodox,"Women's Strawweight",3.1904764175415,-3.1904764175415
Alexa Grasso,Felice Herrig,Felice Herrig,0,1,-9,5.333333,2.540009,10,2.539993,-5,Orthodox vs Orthodox,9,1.4,-2.540009,-10,-2.539993,5,Orthodox vs Orthodox,"Women's Strawweight",3.93333351612091,-3.93333351612091
Alexa Grasso,Valentina Shevchenko,Alexa Grasso,1,0,-5,5.333333,0,0,0,-8,Orthodox vs Southpaw,5,5.75,0,0,0,8,Southpaw vs Orthodox,"Women's Flyweight",-0.416666507720947,0.416666507720947
Alexa Grasso,Joanne Wood,Alexa Grasso,1,0,-8,5.333333,-2.539993,0,2.539993,-5,Orthodox vs Orthodox,8,2,2.539993,0,-2.539993,5,Orthodox vs Orthodox,"Women's Flyweight",3.33333349227905,-3.33333349227905
Alexa Grasso,Tatiana Suarez,Tatiana Suarez,0,1,-3,5.333333,0,10,0,8,Orthodox vs Southpaw,3,11,0,-10,0,-8,Southpaw vs Orthodox,"Women's Strawweight",-5.66666650772095,5.66666650772095
Alexa Grasso,Randa Markos,Alexa Grasso,1,0,-8,5.333333,2.540009,10,7.619995,-4,Orthodox vs Orthodox,8,0.9166667,-2.540009,-10,-7.619995,4,Orthodox vs Orthodox,"Women's Strawweight",4.41666680574417,-4.41666680574417
Alexa Grasso,Ji Yeon Kim,Alexa Grasso,1,0,-3,5.333333,-5.079987,0,-15.24001,3,Orthodox vs Orthodox,3,1.285714,5.079987,0,15.24001,-3,Orthodox vs Orthodox,"Women's Flyweight",4.04761922359467,-4.04761922359467
Alexander Gustafsson,Vladimir Matyushenko,Alexander Gustafsson,1,0,-16,2.25,12.7,0,12.7,-9,Orthodox vs Orthodox,16,3.375,-12.7,0,-12.7,9,Orthodox vs Orthodox,Light Heavyweight,-1.125,1.125
Alexander Gustafsson,Fabricio Werdum,Fabricio Werdum,0,1,-9,2.25,2.540009,-26,5.080002,-7,Orthodox vs Orthodox,9,2.666667,-2.540009,26,-5.080002,7,Orthodox vs Orthodox,Heavyweight,-0.416666746139526,0.416666746139526
Alexander Gustafsson,Jon Jones,Jon Jones,0,1,0,2.25,2.540009,-43,-12.7,-2,Orthodox vs Orthodox,0,27,-2.540009,43,12.7,2,Orthodox vs Orthodox,Light Heavyweight,-24.75,24.75
Alexander Gustafsson,Jared Hamman,Alexander Gustafsson,1,0,-5,2.25,5.080002,20,10.16,6,Orthodox vs Orthodox,5,2.333333,-5.080002,-20,-10.16,-6,Orthodox vs Orthodox,Light Heavyweight,-8.33332538604736e-02,8.33332538604736e-02
Alexander Gustafsson,Jimi Manuwa,Alexander Gustafsson,1,0,-7,2.25,10.16,0,0,3,Orthodox vs Orthodox,7,2.833333,-10.16,0,0,-3,Orthodox vs Orthodox,Light Heavyweight,-0.583333253860474,0.583333253860474
Alexander Gustafsson,Matt Hamill,Alexander Gustafsson,1,0,-10,2.25,10.16,0,7.62001,6,Orthodox vs Orthodox,10,1.5,-10.16,0,-7.62001,-6,Orthodox vs Orthodox,Light Heavyweight,0.75,-0.75
Alexander Gustafsson,Mauricio Rua,Alexander Gustafsson,1,0,-6,2.25,10.16,0,7.62001,-15,Orthodox vs Orthodox,6,1.928571,-10.16,0,-7.62001,15,Orthodox vs Orthodox,Light Heavyweight,0.321428537368774,-0.321428537368774
Alexander Gustafsson,Jon Jones,Jon Jones,0,1,0,2.25,2.540009,-43,-12.7,-2,Orthodox vs Orthodox,0,27,-2.540009,43,12.7,2,Orthodox vs Orthodox,Light Heavyweight,-24.75,24.75
Alexander Gustafsson,Glover Teixeira,Alexander Gustafsson,1,0,-7,2.25,7.619995,0,7.62001,-16,Orthodox vs Orthodox,7,3.666667,-7.619995,0,-7.62001,16,Orthodox vs Orthodox,Light Heavyweight,-1.41666674613953,1.41666674613953
Alexander Gustafsson,Nikita Krylov,Nikita Krylov,0,1,5,2.25,5.080002,0,5.080002,-13,Orthodox vs Orthodox,-5,3.333333,-5.080002,0,-5.080002,13,Orthodox vs Orthodox,Light Heavyweight,-1.08333325386047,1.08333325386047
Alexander Gustafsson,Anthony Johnson,Anthony Johnson,0,1,-2,2.25,7.619995,0,2.540009,-2,Orthodox vs Orthodox,2,3.666667,-7.619995,0,-2.540009,2,Orthodox vs Orthodox,Light Heavyweight,-1.41666674613953,1.41666674613953
Alexander Gustafsson,Anthony Smith,Anthony Smith,0,1,2,2.25,2.540009,0,7.62001,-29,Orthodox vs Orthodox,-2,2.055556,-2.540009,0,-7.62001,29,Orthodox vs Orthodox,Light Heavyweight,0.194444417953491,-0.194444417953491
Alexander Gustafsson,James Te Huna,Alexander Gustafsson,1,0,-5,2.25,7.619995,20,10.16,1,Orthodox vs Orthodox,5,1.777778,-7.619995,-20,-10.16,-1,Orthodox vs Orthodox,Light Heavyweight,0.472222208976746,-0.472222208976746
Alexander Gustafsson,Thiago Silva,Alexander Gustafsson,1,0,-4,2.25,7.619995,0,12.7,1,Orthodox vs Orthodox,4,3.166667,-7.619995,0,-12.7,-1,Orthodox vs Orthodox,Light Heavyweight,-0.916666746139526,0.916666746139526
Alexander Hernandez,Thiago Moises,Thiago Moises,0,1,3,2.333333,0,-10,5.080002,-4,Orthodox vs Orthodox,-3,2.428571,0,10,-5.080002,4,Orthodox vs Orthodox,Lightweight,-9.5238208770752e-02,9.5238208770752e-02
Alexander Hernandez,Jim Miller,Alexander Hernandez,1,0,-9,2.333333,2.539993,-10,2.540009,-33,Orthodox vs Southpaw,9,2.117647,-2.539993,10,-2.540009,33,Southpaw vs Orthodox,Lightweight,0.215686082839966,-0.215686082839966
Alexander Hernandez,Billy Quarantillo,Billy Quarantillo,0,1,-4,2.333333,-2.540009,0,5.080002,-3,Orthodox vs Orthodox,4,3.6,2.540009,0,-5.080002,3,Orthodox vs Orthodox,Featherweight,-1.26666665077209,1.26666665077209
Alexander Hernandez,Renato Moicano,Renato Moicano,0,1,-3,2.333333,-5.080002,-10,0,-2,Orthodox vs Orthodox,3,3.4,5.080002,10,0,2,Orthodox vs Orthodox,Lightweight,-1.06666684150696,1.06666684150696
Alexander Hernandez,Francisco Trinaldo,Alexander Hernandez,1,0,-14,2.333333,0,-25,5.080002,-17,Orthodox vs Southpaw,14,3.111111,0,25,-5.080002,17,Southpaw vs Orthodox,Lightweight,-0.777777910232544,0.777777910232544
Alexander Munoz,Luis Pena,Luis Pena,0,1,4,3.5,-15.24001,0,-7.619995,-3,Switch vs Southpaw,-4,3,15.24001,0,7.619995,3,Southpaw vs Switch,Lightweight,0.5,-0.5
Alexander Volkanovski,Shane Young,Alexander Volkanovski,1,0,5,13,-5.080002,0,-2.540009,7,Orthodox vs Orthodox,-5,1.625,5.080002,0,2.540009,-7,Orthodox vs Orthodox,Catch Weight,11.375,-11.375
Alexander Volkov,Fabricio Werdum,Alexander Volkov,1,0,-11,3.7,7.62001,19,7.619995,14,Orthodox vs Orthodox,11,2.666667,-7.62001,-19,-7.619995,-14,Orthodox vs Orthodox,Heavyweight,1.03333330154419,-1.03333330154419
Alexandr Romanov,Jared Vanderaa,Alexandr Romanov,1,0,1,8.5,-5.079987,-3,-12.7,-3,Southpaw vs Orthodox,-1,1.2,5.079987,3,12.7,3,Orthodox vs Southpaw,Heavyweight,7.29999995231628,-7.29999995231628
Alexandr Romanov,Alexander Volkov,Alexander Volkov,0,1,-2,8.5,-12.7,12,-12.7,-28,Southpaw vs Orthodox,2,3.7,12.7,-12,12.7,28,Orthodox vs Southpaw,Heavyweight,4.79999995231628,-4.79999995231628
