l_FullName,r_FullName,w_FullName,l_knockdowns,l_total_strikes_att,l_total_strikes_succ,l_sig_strikes_att,l_sig_strikes_succ,l_takedown_att,l_takedown_succ,l_submission_att,l_reversals,r_knockdowns,r_total_strikes_att,r_total_strikes_succ,r_sig_strikes_att,r_sig_strikes_succ,r_takedown_att,r_takedown_succ,r_submission_att,r_reversals,l_ctrl_time_sec,r_ctrl_time_sec,result,num_rounds,finish_round,finish_time,l_win,r_win,l_win_difference,r_win_difference
Francis Carmont,Jacare Souza,Jacare Souza,0,107,44,71,19,1,0,0,1,0,89,51,47,16,4,2,3,0,14,521,Decision,3,3,5:00,0,1,-0.516666650772095,0.516666650772095
Francis Carmont,Thales Leites,Thales Leites,0,51,18,51,18,1,0,0,0,1,44,19,43,18,1,0,0,0,27,51,KO/TKO,3,2,0:20,0,1,-1.02777791023254,1.02777791023254
Francis Carmont,Lorenz Larkin,Francis Carmont,0,78,13,75,12,11,2,0,0,0,88,36,82,32,0,0,0,1,317,8,Decision,3,3,5:00,1,0,-0.916666746139526,0.916666746139526
Francis Carmont,Tom Lawlor,Francis Carmont,0,94,44,84,34,2,0,1,0,0,89,31,75,20,8,2,2,0,92,407,Decision,3,3,5:00,1,0,0.416666626930237,-0.416666626930237
Francis Carmont,Karlos Vemola,Francis Carmont,0,16,10,8,4,1,0,2,0,0,15,9,7,3,8,1,2,1,218,126,Submission,3,2,1:39,1,0,-1.31666684150696,1.31666684150696
Francis Carmont,Magnus Cedenblad,Francis Carmont,0,57,53,30,28,2,2,1,1,0,42,39,14,11,0,0,1,1,218,133,Submission,3,2,1:42,1,0,-0.716666698455811,0.716666698455811
Francis Carmont,CB Dollaway,CB Dollaway,0,100,41,86,29,4,1,1,0,1,109,64,79,44,4,3,0,1,86,373,Decision,3,3,5:00,0,1,0.194444417953491,-0.194444417953491
Francis Marshall,Marcelo Rojo,Francis Marshall,1,89,29,81,23,3,1,0,0,0,65,48,47,31,0,0,0,0,167,0,KO/TKO,3,2,1:14,1,0,1.89999997615814,-1.89999997615814
Francis Ngannou,Cain Velasquez,Francis Ngannou,0,10,6,10,6,0,0,0,0,0,3,1,3,1,1,0,0,0,0,2,KO/TKO,5,1,0:26,1,0,1,-1
Francis Ngannou,Jairzinho Rozenstruik,Francis Ngannou,1,13,6,13,6,0,0,0,0,0,5,5,5,5,0,0,0,0,2,0,KO/TKO,3,1,0:20,1,0,3.06666660308838,-3.06666660308838
Francis Ngannou,Alistair Overeem,Francis Ngannou,1,20,11,14,6,0,0,0,0,0,4,1,4,1,1,0,0,0,63,0,KO/TKO,3,1,1:42,1,0,3.19298219680786,-3.19298219680786
Francisco Figueiredo,Jerome Rivera,Francisco Figueiredo,0,65,39,53,29,6,4,0,0,0,199,85,134,31,5,0,0,1,427,67,Decision,3,3,5:00,1,0,0.933333277702332,-0.933333277702332
Francisco Figueiredo,Malcolm Gordon,Malcolm Gordon,0,70,52,45,28,2,2,0,1,0,145,100,84,46,11,2,0,0,255,361,Decision,3,3,5:00,0,1,0.599999904632568,-0.599999904632568
Francisco Figueiredo,Daniel Lacerda,Francisco Figueiredo,0,5,5,5,5,0,0,1,0,0,7,5,6,4,1,1,0,0,0,28,Submission,3,1,1:18,1,0,0.399999856948853,-0.399999856948853
Francisco Rivera,Alex Soto,Francisco Rivera,1,184,78,173,68,0,0,0,0,0,185,46,178,41,10,3,0,0,1,55,Decision,3,3,5:00,1,0,-1.09523820877075,1.09523820877075
Francisco Rivera,George Roop,Francisco Rivera,1,89,42,73,27,1,0,0,0,0,68,29,61,23,4,1,0,0,56,139,KO/TKO,3,2,2:20,1,0,0.417582392692566,-0.417582392692566
Francisco Trinaldo,James Vick,James Vick,0,91,27,90,26,3,3,1,0,1,162,72,158,68,2,1,0,0,96,27,Decision,3,3,5:00,0,1,0.511111259460449,-0.511111259460449
Frank Camacho,Beneil Dariush,Beneil Dariush,0,9,3,9,3,0,0,0,0,0,19,14,18,13,2,2,1,0,0,45,Submission,3,1,2:02,0,1,-2.20000004768372,2.20000004768372
Frank Camacho,Drew Dober,Drew Dober,0,269,148,223,106,3,3,0,1,0,338,161,322,145,6,0,0,0,184,25,Decision,3,3,5:00,0,1,3.33333015441895e-02,-3.33333015441895e-02
Frank Camacho,Geoff Neal,Geoff Neal,0,66,33,57,25,2,0,0,0,2,105,62,102,59,0,0,0,0,11,8,KO/TKO,3,2,1:23,0,1,-0.799999952316284,0.799999952316284
Frank Camacho,Nick Hein,Frank Camacho,0,208,105,201,100,0,0,0,0,0,87,45,79,37,3,1,0,0,0,21,KO/TKO,3,2,4:56,1,0,-0.599999904632568,0.599999904632568
Frank Camacho,Li Jingliang,Li Jingliang,0,143,56,120,35,1,1,0,0,0,177,95,176,94,7,2,0,0,39,73,Decision,3,3,5:00,0,1,-0.174999952316284,0.174999952316284
Frank Camacho,Manuel Torres,Manuel Torres,0,40,24,31,16,5,0,0,0,1,64,34,64,34,1,0,0,0,14,16,KO/TKO,3,1,3:27,0,1,-4.79999995231628,4.79999995231628
Frank Camacho,Justin Jaynes,Justin Jaynes,0,15,4,15,4,0,0,0,0,1,30,16,30,16,0,0,0,0,0,3,KO/TKO,3,1,0:41,0,1,0.200000047683716,-0.200000047683716
Frank Caracci,Laverne Clark,Laverne Clark,0,2,0,2,0,2,0,1,0,0,52,35,30,15,2,2,0,0,0,0,KO/TKO,1,1,6:52,0,1,-0.619047582149506,0.619047582149506
Frank Hamaker,Thaddeus Luster,Frank Hamaker,0,15,14,3,2,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,Submission,,1,4:52,1,0,1,-1
Frank Lester,Nick Osipczak,Nick Osipczak,0,24,10,22,8,2,0,0,0,0,33,17,30,14,1,1,1,0,4,140,Submission,3,1,3:40,0,1,-0.166666626930237,0.166666626930237
Frank Mir,Pete Williams,Frank Mir,0,6,4,6,4,0,0,1,0,0,1,0,1,0,1,1,0,0,2,19,Submission,3,1,0:46,1,0,-0.363636374473572,0.363636374473572
Frank Mir,Tim Sylvia,Frank Mir,0,3,3,3,3,0,0,1,0,0,5,2,5,2,1,1,0,0,0,29,Submission,5,1,0:50,1,0,-1.46363627910614,1.46363627910614
Frank Mir,Antonio Rodrigo Nogueira,Frank Mir,0,9,7,8,6,2,1,1,1,0,48,42,27,21,1,0,1,1,73,110,Submission,3,1,3:38,1,0,-1.763636469841,1.763636469841
Frank Mir,Antonio Silva,Frank Mir,1,18,10,18,10,0,0,0,0,0,3,1,3,1,0,0,0,0,6,0,KO/TKO,5,1,1:40,1,0,5.3030252456665e-02,-5.3030252456665e-02
Frank Mir,Wes Sims,Frank Mir,0,21,18,7,4,1,1,4,0,0,11,8,1,1,0,0,0,0,158,11,DQ,3,1,2:55,1,0,-7.79221057891846e-02,7.79221057891846e-02
Frank Mir,Roy Nelson,Frank Mir,0,103,82,65,46,8,6,0,0,0,77,46,51,21,1,0,0,0,444,240,Decision,3,3,5:00,1,0,6.49350881576538e-02,-6.49350881576538e-02
Frank Mir,Roberto Traven,Frank Mir,0,11,6,7,3,0,0,1,0,0,2,1,2,1,0,0,0,0,37,0,Submission,3,1,1:05,1,0,0.136363625526428,-0.136363625526428
Frank Mir,Wes Sims,Frank Mir,1,90,68,44,28,7,4,2,0,0,99,83,25,18,0,0,0,0,456,39,KO/TKO,3,2,4:21,1,0,-7.79221057891846e-02,7.79221057891846e-02
Frank Mir,Brandon Vera,Brandon Vera,0,7,2,7,2,1,0,0,0,0,24,17,21,15,0,0,0,0,0,34,KO/TKO,3,1,1:09,0,1,-0.506493449211121,0.506493449211121
Frank Mir,Antonio Rodrigo Nogueira,Frank Mir,3,106,40,101,37,1,1,0,0,0,43,15,38,10,0,0,0,0,41,0,KO/TKO,5,2,1:54,1,0,-1.763636469841,1.763636469841
Frank Mir,Alistair Overeem,Alistair Overeem,0,26,5,23,3,3,1,1,0,1,157,139,74,62,0,0,0,0,29,518,Decision,3,3,5:00,0,1,-0.837320685386658,0.837320685386658
Frank Shamrock,Igor Zinoviev,Frank Shamrock,0,4,2,4,2,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,KO/TKO,1,1,0:22,1,0,-1.70000004768372,1.70000004768372
Frank Trigg,Renato Verissimo,Frank Trigg,0,93,65,59,33,1,1,0,0,0,27,10,21,4,8,0,2,0,301,53,KO/TKO,3,2,2:11,1,0,0.933333277702332,-0.933333277702332
Frankie Edgar,Urijah Faber,Frankie Edgar,0,266,91,258,83,13,5,0,0,0,149,50,147,48,3,0,0,0,223,0,Decision,5,5,5:00,1,0,-1.09090924263,1.09090924263
Frankie Edgar,BJ Penn,Frankie Edgar,0,285,142,234,94,9,3,0,1,0,167,56,146,36,3,2,0,0,402,85,Decision,5,5,5:00,1,0,0.948051810264587,-0.948051810264587
Frankie Edgar,Hermes Franca,Frankie Edgar,0,171,124,112,69,11,10,0,0,0,94,63,38,18,0,0,1,0,728,0,Decision,3,3,5:00,1,0,0.679144263267517,-0.679144263267517
Frankie Edgar,Tyson Griffin,Frankie Edgar,0,141,92,100,55,15,8,0,1,0,119,42,115,38,6,3,4,0,302,99,Decision,3,3,5:00,1,0,9.09090042114258e-02,-9.09090042114258e-02
Frankie Edgar,Benson Henderson,Benson Henderson,0,204,81,190,68,12,5,0,0,0,277,100,264,87,1,1,3,0,128,37,Decision,5,5,5:00,0,1,-1.3376624584198,1.3376624584198
Frankie Edgar,Gray Maynard,Gray Maynard,0,80,31,75,26,5,1,0,0,0,74,27,65,19,10,9,0,0,31,378,Decision,3,3,5:00,0,1,0.233766198158264,-0.233766198158264
Frankie Edgar,Matt Veach,Frankie Edgar,0,72,36,61,25,3,0,1,0,0,42,7,42,7,9,3,0,0,37,120,Submission,3,2,2:20,1,0,-1.30909109115601,1.30909109115601
Frankie Edgar,Cory Sandhagen,Cory Sandhagen,0,3,2,3,2,0,0,0,0,1,5,2,5,2,0,0,0,0,0,0,KO/TKO,3,1,0:28,0,1,-2.15909099578857,2.15909099578857
Frankie Edgar,Jeremy Stephens,Frankie Edgar,0,81,45,76,40,14,5,2,1,1,154,41,146,33,0,0,1,0,289,3,Decision,3,3,5:00,1,0,0.617224812507629,-0.617224812507629
Frankie Edgar,Marlon Vera,Marlon Vera,0,202,138,155,94,9,3,0,0,1,187,110,164,88,0,0,1,0,265,1,KO/TKO,3,3,3:50,0,1,-0.534090995788574,0.534090995788574
Frankie Edgar,Cub Swanson,Frankie Edgar,0,405,259,202,93,13,7,2,0,0,119,62,86,31,0,0,0,0,968,0,Submission,5,5,4:56,1,0,-0.139860153198242,0.139860153198242
Frankie Edgar,Sean Sherk,Frankie Edgar,0,193,76,191,74,7,1,1,0,0,207,30,204,27,3,1,0,0,45,25,Decision,3,3,5:00,1,0,-6.90909099578857,6.90909099578857
Frankie Edgar,Pedro Munhoz,Frankie Edgar,0,363,135,363,135,8,2,0,0,0,350,166,350,166,0,0,0,0,18,0,Decision,5,5,5:00,1,0,-0.409090995788574,0.409090995788574
Frankie Edgar,Gray Maynard,Frankie Edgar,1,179,64,176,61,11,0,0,0,1,180,52,170,42,2,0,0,0,15,16,KO/TKO,5,4,3:54,1,0,0.233766198158264,-0.233766198158264
Frankie Edgar,BJ Penn,Frankie Edgar,0,236,159,162,90,3,3,0,0,0,116,60,66,13,0,0,0,0,532,0,KO/TKO,5,3,4:16,1,0,0.948051810264587,-0.948051810264587
Frankie Edgar,Chan Sung Jung,Chan Sung Jung,0,14,9,14,9,2,0,0,0,1,97,79,60,46,0,0,0,0,132,0,KO/TKO,5,1,3:18,0,1,-3.40909957885742e-02,3.40909957885742e-02
Frankie Edgar,Cub Swanson,Frankie Edgar,0,139,60,136,58,8,0,0,0,0,132,50,130,48,0,0,0,0,51,0,Decision,3,3,5:00,1,0,-0.139860153198242,0.139860153198242
Frankie Edgar,Charles Oliveira,Frankie Edgar,0,182,114,146,81,5,2,0,0,0,146,59,125,38,4,0,1,0,303,1,Decision,3,3,5:00,1,0,-1.68686866760254,1.68686866760254
Frankie Edgar,Chad Mendes,Frankie Edgar,1,32,13,32,13,1,0,0,0,0,17,5,17,5,0,0,0,0,1,0,KO/TKO,5,1,2:28,1,0,-1.50909090042114,1.50909090042114
Frankie Edgar,Chris Gutierrez,Chris Gutierrez,0,12,2,12,2,0,0,0,0,1,20,10,20,10,0,0,0,0,0,1,KO/TKO,3,1,2:01,0,1,-1.70909094810486,1.70909094810486
Frankie Edgar,Spencer Fisher,Frankie Edgar,0,212,162,79,42,12,8,0,0,0,47,31,21,6,0,0,0,0,790,0,Decision,3,3,5:00,1,0,-0.575757741928101,0.575757741928101
Frankie Edgar,Max Holloway,Max Holloway,0,264,96,264,96,15,1,0,0,0,330,131,328,129,0,0,0,0,106,0,Decision,5,5,5:00,0,1,-1.48051953315735,1.48051953315735
Frankie Edgar,Benson Henderson,Benson Henderson,1,186,70,182,66,6,2,2,0,0,170,67,167,64,1,0,1,0,180,7,Decision,5,5,5:00,0,1,-1.3376624584198,1.3376624584198
Frankie Edgar,BJ Penn,Frankie Edgar,0,234,63,232,61,13,1,0,0,0,263,72,262,71,0,0,0,0,5,0,Decision,5,5,5:00,1,0,0.948051810264587,-0.948051810264587
Frankie Edgar,Yair Rodriguez,Frankie Edgar,0,130,96,103,72,3,1,0,0,0,57,29,42,16,0,0,1,0,506,0,KO/TKO,3,2,5:00,1,0,-1.90909099578857,1.90909099578857
Frankie Edgar,Brian Ortega,Brian Ortega,0,77,27,77,27,1,0,0,0,1,77,25,76,25,0,0,0,0,0,2,KO/TKO,3,1,4:44,0,1,-2.90909099578857,2.90909099578857
Frankie Perez,Sam Stout,Frankie Perez,1,15,12,15,12,0,0,0,0,0,16,2,16,2,0,0,0,0,4,0,KO/TKO,3,1,0:54,1,0,0.833333373069763,-0.833333373069763
Frankie Perez,Chris Wade,Chris Wade,0,99,53,63,22,5,3,0,0,0,79,51,43,23,8,3,2,1,198,497,Decision,3,3,5:00,0,1,-1.5,1.5
Frankie Saenz,Nolan Ticman,Frankie Saenz,0,153,83,129,67,9,5,0,0,0,59,31,53,25,0,0,0,0,347,18,Decision,3,3,5:00,1,0,0.523809432983398,-0.523809432983398
Frankie Saenz,Marlon Vera,Marlon Vera,0,10,4,10,4,0,0,0,0,1,17,13,16,12,0,0,0,0,0,3,KO/TKO,3,1,1:25,0,1,-0.767857193946838,0.767857193946838
Frankie Saenz,Eddie Wineland,Eddie Wineland,0,132,59,116,45,4,1,0,0,1,139,52,129,42,1,0,0,0,82,5,KO/TKO,3,3,1:54,0,1,0.357142806053162,-0.357142806053162
Fred Ettish,Johnny Rhodes,Johnny Rhodes,0,11,7,7,4,0,0,0,0,1,38,21,29,13,0,0,1,0,0,0,Submission,,1,3:07,0,1,-1,1
Fredy Serrano,Yao Zhikui,Fredy Serrano,0,11,7,5,3,2,1,0,0,0,6,1,6,1,0,0,0,0,4,2,KO/TKO,3,1,0:44,1,0,1,-1
Fredy Serrano,Bentley Syler,Fredy Serrano,1,98,20,98,20,8,2,0,0,0,90,25,79,15,0,0,0,0,42,0,KO/TKO,3,3,1:34,1,0,-3.5,3.5
Gabe Green,Daniel Rodriguez,Daniel Rodriguez,0,273,127,273,127,0,0,0,0,0,345,175,344,175,1,1,0,0,11,27,Decision,3,3,5:00,0,1,-2.04999995231628,2.04999995231628
Gabe Green,Phil Rowe,Gabe Green,2,213,128,152,70,2,2,1,0,0,93,48,86,42,6,2,0,2,193,343,Decision,3,3,5:00,1,0,-0.299999952316284,0.299999952316284
Gabe Green,Yohan Lainesse,Gabe Green,0,129,54,123,48,0,0,0,0,1,81,42,80,41,4,2,1,0,41,97,KO/TKO,3,2,4:02,1,0,-2.29999995231628,2.29999995231628
Gabe Ruediger,Paul Taylor,Paul Taylor,0,95,60,49,17,6,0,0,0,1,72,47,61,37,1,0,0,0,67,198,KO/TKO,3,2,1:42,0,1,0.416666626930237,-0.416666626930237
Gabriel Benitez,Justin Jaynes,Gabriel Benitez,1,104,38,104,38,0,0,0,0,0,52,22,52,22,0,0,0,0,0,0,KO/TKO,3,1,4:06,1,0,9.09090042114258e-02,-9.09090042114258e-02
Gabriel Benitez,Billy Quarantillo,Billy Quarantillo,1,122,67,110,57,0,0,1,1,1,259,179,156,100,7,3,1,0,50,520,KO/TKO,3,3,3:40,0,1,-1.50909090042114,1.50909090042114
Gabriel Benitez,Humberto Brown Morrison,Gabriel Benitez,0,71,32,61,23,0,0,5,0,0,55,35,36,18,4,1,0,0,25,367,Submission,3,3,0:30,1,0,1.42424231767654,-1.42424231767654
Gabriel Benitez,Sodiq Yusuff,Sodiq Yusuff,0,72,24,72,24,0,0,0,0,1,79,34,79,34,0,0,0,0,0,4,KO/TKO,3,1,4:14,0,1,-4.40909099578857,4.40909099578857
Gabriel Benitez,David Onama,David Onama,0,96,46,96,46,0,0,0,0,1,94,36,94,36,2,0,0,0,0,10,KO/TKO,3,1,4:24,0,1,-3.40909099578857,3.40909099578857
Gabriel Benitez,Jason Knight,Gabriel Benitez,0,199,91,192,85,0,0,0,0,0,182,37,181,36,9,1,0,0,77,64,Decision,3,3,5:00,1,0,-1.90909099578857,1.90909099578857
Gabriel Benitez,Omar Morales,Omar Morales,0,179,50,179,50,1,0,0,0,0,215,63,215,63,0,0,0,0,0,0,Decision,3,3,5:00,0,1,-0.659090995788574,0.659090995788574
Gabriel Benitez,Charlie Ontiveros,Gabriel Benitez,0,74,47,60,37,2,1,0,0,0,55,28,47,22,0,0,0,0,84,0,KO/TKO,3,1,3:33,1,0,0.86868679523468,-0.86868679523468
Gabriel Benitez,Clay Collard,Gabriel Benitez,0,144,97,106,60,0,0,1,0,0,184,54,158,34,11,6,0,0,57,287,Decision,3,3,5:00,1,0,9.09090042114258e-02,-9.09090042114258e-02
Gabriel Benitez,Sam Sicilia,Gabriel Benitez,1,101,39,101,39,0,0,1,0,0,70,19,70,19,1,0,0,0,17,0,Submission,3,2,1:20,1,0,0.215909004211426,-0.215909004211426
Gabriel Benitez,Andre Fili,Andre Fili,0,26,11,26,11,0,0,0,0,1,42,16,42,16,1,1,0,0,0,7,KO/TKO,3,1,3:13,0,1,-0.10909104347229,0.10909104347229
Gabriel Bonfim,Mounir Lazzez,Gabriel Bonfim,0,22,9,22,9,0,0,1,0,0,13,9,13,9,1,0,0,0,4,0,Submission,3,1,0:49,1,0,11.3333332538605,-11.3333332538605
Gabriel Bonfim,Trevin Giles,Gabriel Bonfim,0,11,3,11,3,1,1,1,0,0,5,1,5,1,0,0,0,0,26,14,Submission,3,1,1:13,1,0,11.7999999523163,-11.7999999523163
Gabriel Gonzaga,Kevin Jordan,Gabriel Gonzaga,1,98,63,56,23,9,2,2,0,0,54,19,53,18,0,0,0,0,291,5,KO/TKO,3,3,4:39,1,0,0.323232293128967,-0.323232293128967
Gabriel Gonzaga,Ednaldo Oliveira,Gabriel Gonzaga,0,9,4,7,2,2,2,1,0,0,14,0,14,0,0,0,0,0,81,0,Submission,3,1,3:22,1,0,-4.12121200561523,4.12121200561523
Gabriel Gonzaga,Justin McCully,Gabriel Gonzaga,0,19,16,8,6,1,1,1,0,0,9,2,9,2,0,0,0,0,76,0,Submission,3,1,1:57,1,0,-0.654545545578003,0.654545545578003
Gabriel Gonzaga,Josh Hendricks,Gabriel Gonzaga,1,17,12,17,12,0,0,0,0,0,10,6,5,1,0,0,0,0,4,0,KO/TKO,3,1,1:01,1,0,-0.181818246841431,0.181818246841431
Gabriel Gonzaga,Brendan Schaub,Brendan Schaub,0,110,37,110,37,2,0,1,0,1,199,53,199,53,1,0,0,0,0,7,Decision,3,3,5:00,0,1,-0.454545497894287,0.454545497894287
Gabriel Gonzaga,Chris Tuchscherer,Gabriel Gonzaga,1,41,34,27,22,0,0,0,0,0,1,0,1,0,0,0,0,0,117,0,KO/TKO,3,1,2:27,1,0,-3.70454549789429,3.70454549789429
Gabriel Gonzaga,Ben Rothwell,Gabriel Gonzaga,0,31,20,28,17,8,3,1,0,0,32,15,27,12,0,0,0,0,138,37,Submission,3,2,1:01,1,0,-1.24025988578796,1.24025988578796
Gabriel Gonzaga,Derrick Lewis,Derrick Lewis,0,8,6,7,5,6,1,0,0,1,29,21,25,17,0,0,0,0,219,4,KO/TKO,3,1,4:48,0,1,-0.909090995788574,0.909090995788574
Gabriel Gonzaga,Fabricio Werdum,Fabricio Werdum,0,40,26,33,19,4,3,0,0,0,109,64,89,46,1,0,0,0,121,169,KO/TKO,3,2,4:34,0,1,-1.12121224403381,1.12121224403381
Gabriel Gonzaga,Matt Mitrione,Matt Mitrione,0,12,6,12,6,0,0,0,0,1,19,13,18,12,0,0,0,0,0,7,KO/TKO,3,1,1:59,0,1,-0.854545593261719,0.854545593261719
Gabriel Gonzaga,Dave Herman,Gabriel Gonzaga,1,5,5,3,3,0,0,0,0,0,3,3,3,3,0,0,0,0,3,0,KO/TKO,3,1,0:17,1,0,-2.12121224403381,2.12121224403381
Gabriel Gonzaga,Fabiano Scherner,Gabriel Gonzaga,1,50,34,30,16,4,3,0,0,0,41,24,25,8,1,0,0,1,143,38,KO/TKO,3,2,0:24,1,0,0.445454478263855,-0.445454478263855
Gabriel Gonzaga,Carmelo Marrero,Gabriel Gonzaga,0,33,23,10,4,1,1,3,0,0,7,6,2,1,1,0,0,0,178,0,Submission,3,1,3:22,1,0,-1.12121224403381,1.12121224403381
Gabriel Gonzaga,Stipe Miocic,Stipe Miocic,0,87,33,82,29,6,1,0,0,0,205,77,187,63,1,1,0,0,5,125,Decision,3,3,5:00,0,1,-3.45454549789429,3.45454549789429
Gabriel Gonzaga,Shawn Jordan,Gabriel Gonzaga,1,16,8,16,8,0,0,0,0,0,7,2,7,2,0,0,0,0,3,0,KO/TKO,3,1,1:33,1,0,-0.829545497894287,0.829545497894287
Gabriel Miranda,Shane Young,Gabriel Miranda,0,6,2,6,2,2,1,1,0,0,4,1,4,1,0,0,0,0,32,0,Submission,3,1,0:59,1,0,1.20833325386047,-1.20833325386047
Gabriel Miranda,Benoit Saint Denis,Benoit Saint Denis,0,53,33,37,20,3,1,0,0,3,110,81,67,42,1,1,0,0,20,197,KO/TKO,3,2,0:16,0,1,-9.16666674613953,9.16666674613953
Gabriella Fernandes,Jasmine Jasudavicius,Jasmine Jasudavicius,0,86,54,56,26,1,0,0,0,0,215,149,54,24,8,4,0,0,4,691,Decision,3,3,5:00,0,1,-0.333333253860474,0.333333253860474
Gadzhimurad Antigulov,Paul Craig,Paul Craig,0,22,16,16,11,2,1,0,0,0,7,4,5,2,0,0,1,0,101,0,Submission,3,1,2:06,0,1,-0.333333253860474,0.333333253860474
Gadzhimurad Antigulov,Ion Cutelaba,Ion Cutelaba,0,22,16,18,12,8,3,0,0,0,46,40,46,40,0,0,0,0,201,28,KO/TKO,3,1,4:25,0,1,0.611111164093018,-0.611111164093018
Gadzhimurad Antigulov,Maxim Grishin,Maxim Grishin,0,44,31,23,12,5,1,0,0,0,126,66,76,34,1,1,0,0,159,141,KO/TKO,3,2,4:58,0,1,-0.700000047683716,0.700000047683716
Gadzhimurad Antigulov,Michal Oleksiejczuk,Michal Oleksiejczuk,0,13,6,13,6,2,0,0,0,3,10,8,10,8,0,0,0,0,0,8,KO/TKO,3,1,0:44,0,1,-0.666666746139526,0.666666746139526
Gadzhimurad Antigulov,Joachim Christensen,Gadzhimurad Antigulov,0,12,7,4,2,1,1,1,0,0,3,1,3,1,0,0,0,0,119,0,Submission,3,1,2:21,1,0,0.166666746139526,-0.166666746139526
Gadzhimurad Antigulov,Marcos Rogerio de Lima,Gadzhimurad Antigulov,0,4,0,4,0,1,1,1,0,0,15,11,6,2,0,0,0,1,29,21,Submission,3,1,1:07,1,0,0.400000095367432,-0.400000095367432
Gaetano Pirrello,Ricky Simon,Ricky Simon,0,18,10,14,6,0,0,0,0,0,69,50,32,17,10,7,1,0,0,419,Submission,3,2,4:00,0,1,-2.85714292526245,2.85714292526245
Gaetano Pirrello,Douglas Silva de Andrade,Douglas Silva de Andrade,0,6,5,6,5,0,0,0,0,1,17,12,15,10,0,0,0,0,0,19,KO/TKO,3,1,2:04,0,1,-3.65714311599731,3.65714311599731
Galore Bofando,Chad Laprise,Chad Laprise,1,26,13,26,13,0,0,0,0,0,66,42,39,20,1,1,0,0,0,142,KO/TKO,3,1,4:10,0,1,-1.58333337306976,1.58333337306976
Galore Bofando,Charlie Ward,Galore Bofando,0,25,10,25,10,1,1,0,0,0,13,4,12,3,1,0,0,0,3,8,KO/TKO,3,1,2:10,1,0,0.666666626930237,-0.666666626930237
Gan McGee,Pedro Rizzo,Gan McGee,0,58,17,58,17,3,0,0,0,0,28,14,28,14,0,0,0,0,11,0,KO/TKO,3,1,5:00,1,0,0.781818032264709,-0.781818032264709
Gan McGee,Tim Sylvia,Tim Sylvia,0,25,7,25,7,0,0,0,0,1,34,10,34,10,0,0,0,0,0,4,KO/TKO,5,1,1:54,0,1,-0.5,0.5
Garrett Armfield,David Onama,David Onama,0,83,29,72,21,2,0,0,0,0,95,46,72,29,6,2,1,0,112,155,Submission,3,2,3:13,0,1,-2.5,2.5
Garrett Armfield,Toshiomi Kazama,Garrett Armfield,1,77,45,77,45,0,0,0,0,0,31,15,31,15,2,0,0,0,26,0,KO/TKO,3,1,4:16,1,0,0.5,-0.5
Gary Goodridge,Mark Schultz,Mark Schultz,0,7,3,4,1,0,0,0,0,0,96,74,29,8,3,3,0,0,0,0,KO/TKO,1,1,2:00,0,1,4.54545021057129e-02,-4.54545021057129e-02
Gary Goodridge,Andre Roberts,Gary Goodridge,0,14,8,14,8,0,0,0,0,0,3,2,3,2,0,0,0,0,0,0,KO/TKO,1,1,0:43,1,0,-5.95454549789429,5.95454549789429
Gary Goodridge,Paul Herrera,Gary Goodridge,0,8,8,8,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,KO/TKO,1,1,0:13,1,0,4.54545021057129e-02,-4.54545021057129e-02
Gaston Bolanos,Aaron Phillips,Gaston Bolanos,0,135,69,127,63,0,0,0,1,0,104,79,39,17,5,3,1,0,96,361,Decision,3,3,5:00,1,0,-6.6666841506958e-02,6.6666841506958e-02
Geane Herrera,Ben Nguyen,Ben Nguyen,0,107,22,107,22,5,1,0,0,1,262,112,255,105,1,0,0,0,38,2,Decision,3,3,5:00,0,1,1,-1
Geane Herrera,Joby Sanchez,Geane Herrera,1,120,42,118,40,1,1,0,0,0,154,55,154,55,1,0,0,0,8,0,KO/TKO,3,2,4:28,1,0,0.25,-0.25
Gegard Mousasi,Constantinos Philippou,Gegard Mousasi,0,182,137,85,56,4,4,0,0,0,49,12,46,9,1,0,0,0,652,0,Decision,3,3,5:00,1,0,4.40000009536743,-4.40000009536743
Gegard Mousasi,Chris Weidman,Gegard Mousasi,0,99,55,93,49,1,0,0,0,0,34,18,29,13,6,4,1,0,38,201,KO/TKO,3,2,3:13,1,0,4.85714292526245,-4.85714292526245
Gegard Mousasi,Jacare Souza,Jacare Souza,0,109,78,56,26,0,0,0,0,0,86,59,56,32,10,4,1,0,14,648,Submission,5,3,4:30,0,1,4.40000009536743,-4.40000009536743
Gegard Mousasi,Thiago Santos,Gegard Mousasi,1,55,39,34,21,2,2,0,0,0,13,5,13,5,0,0,0,0,129,0,KO/TKO,3,1,4:32,1,0,5,-5
Gegard Mousasi,Mark Munoz,Gegard Mousasi,0,47,30,29,18,0,0,2,0,0,9,3,9,3,6,0,0,0,92,12,Submission,5,1,3:57,1,0,4.66666674613953,-4.66666674613953
Geoff Neal,Shavkat Rakhmonov,Shavkat Rakhmonov,0,145,69,145,69,0,0,0,0,0,186,120,179,113,4,0,1,0,72,223,Submission,3,3,4:17,0,1,-14,14
